altitude,cadence,distance,grade_smooth,heartrate,lat,lng,moving,time,velocity_smooth,watts,id,temperature
5.4,62,0.0023,-2.8,95,-11.639042,166.948615,FALSE,0,0,204,10253260652,kald
5.4,73,0.0055,-1.7,95,-11.639015,166.948626,TRUE,1,0,172,10253260652,kald
5.2,73,0.0095,-2.3,95,-11.638982,166.948641,TRUE,2,13.05,189,10253260652,kald
5.2,76,0.014199999999999999,-2,95,-11.638944,166.948659,TRUE,3,14.292000000000002,185,10253260652,kald
5,76,0.019399999999999997,-1.8,95,-11.638901,166.94868,TRUE,4,15.4152,183,10253260652,kald
5,81,0.0251,-2.5,96,-11.638855,166.948703,TRUE,5,16.4664,164,10253260652,kald
4.8,81,0.0313,-2.4,100,-11.638804,166.948726,TRUE,6,18.576,171,10253260652,kald
4.6,81,0.037899999999999996,-2.2,105,-11.63875,166.94875,TRUE,7,20.448,165,10253260652,kald
4.4,81,0.044899999999999995,-2.1,108,-11.638691,166.948774,TRUE,8,22.1328,163,10253260652,kald
4.4,81,0.0523,-2,109,-11.638628,166.948796,TRUE,9,23.6736,159,10253260652,kald
4.2,80,0.0599,-1.9,107,-11.638563,166.94882,TRUE,10,25.0632,159,10253260652,kald
4,80,0.0679,-2.5,107,-11.638496,166.948844,TRUE,11,26.3376,159,10253260652,kald
3.8,78,0.0762,-2.4,107,-11.638425,166.94887,TRUE,12,27.597600000000003,160,10253260652,kald
3.6,78,0.0846,-2.3,105,-11.638354,166.948896,TRUE,13,28.5624,149,10253260652,kald
3.4,76,0.0933,-2.3,105,-11.63828,166.948922,TRUE,14,29.5416,164,10253260652,kald
3.2,76,0.1023,-1.7,107,-11.638203,166.94895,TRUE,15,30.4704,160,10253260652,kald
3,77,0.1114,-1.6,105,-11.638126,166.948979,TRUE,16,31.3416,158,10253260652,kald
3,77,0.1207,-1.6,106,-11.638046,166.949006,TRUE,17,32.0328,152,10253260652,kald
2.8,77,0.13019999999999998,-1.6,107,-11.637965,166.949034,TRUE,18,32.8536,151,10253260652,kald
2.6,77,0.1399,-2.1,106,-11.637883,166.949065,TRUE,19,33.5304,153,10253260652,kald
2.4,75,0.1497,-2,105,-11.637801,166.949098,TRUE,20,34.128,154,10253260652,kald
2.2,75,0.1596,-1.5,106,-11.637718,166.949132,TRUE,21,34.6752,157,10253260652,kald
2,76,0.1696,-1.5,106,-11.637636,166.94917,TRUE,22,35.1792,158,10253260652,kald
2,76,0.1797,-1.5,106,-11.637552,166.949208,TRUE,23,35.625600000000006,150,10253260652,kald
1.8,76,0.1899,-1,109,-11.637469,166.949248,TRUE,24,36.007200000000005,153,10253260652,kald
1.6,76,0.2001,-1.5,109,-11.637387,166.949291,TRUE,25,36.324,153,10253260652,kald
1.6,76,0.2104,-1,109,-11.637306,166.949336,TRUE,26,36.568799999999996,148,10253260652,kald
1.4,76,0.2206,-0.5,110,-11.637226,166.949385,TRUE,27,36.7488,152,10253260652,kald
1.4,76,0.2309,-0.5,111,-11.637148,166.949435,TRUE,28,36.8712,150,10253260652,kald
1.4,75,0.2412,-0.5,109,-11.63707,166.949486,TRUE,29,36.943200000000004,151,10253260652,kald
1.4,75,0.2514,-0.5,109,-11.636992,166.949537,TRUE,30,36.921600000000005,155,10253260652,kald
1.2,75,0.2615,-0.5,110,-11.636916,166.949588,TRUE,31,36.8424,157,10253260652,kald
1.2,75,0.2716,-0.5,111,-11.636841,166.94964,TRUE,32,36.684,155,10253260652,kald
1.2,76,0.2815,0,110,-11.636767,166.949693,TRUE,33,36.4608,159,10253260652,kald
1.2,76,0.2914,0.5,113,-11.636695,166.949746,TRUE,34,36.1728,162,10253260652,kald
1.2,78,0.30119999999999997,0.5,113,-11.636623,166.949798,TRUE,35,35.892,159,10253260652,kald
1.4,78,0.311,0.5,113,-11.636553,166.949852,TRUE,36,35.604000000000006,158,10253260652,kald
1.4,78,0.3206,0.5,113,-11.636485,166.949908,TRUE,37,35.316,146,10253260652,kald
1.4,79,0.3302,0,115,-11.63642,166.949965,TRUE,38,35.028000000000006,150,10253260652,kald
1.4,79,0.3397,0,114,-11.636357,166.950024,TRUE,39,34.7328,152,10253260652,kald
1.4,76,0.3491,0,114,-11.636296,166.950084,TRUE,40,34.4376,162,10253260652,kald
1.4,76,0.3584,0.5,115,-11.636237,166.950145,TRUE,41,34.164,160,10253260652,kald
1.4,76,0.36769999999999997,0.5,117,-11.636181,166.950209,TRUE,42,33.897600000000004,162,10253260652,kald
1.6,76,0.37689999999999996,0.5,117,-11.636129,166.950275,TRUE,43,33.66,178,10253260652,kald
1.6,79,0.3861,0.5,118,-11.63608,166.950342,TRUE,44,33.443999999999996,166,10253260652,kald
1.6,79,0.3953,0,119,-11.636031,166.95041,TRUE,45,33.27120000000001,163,10253260652,kald
1.6,80,0.4046,0,119,-11.635985,166.950482,TRUE,46,33.2352,166,10253260652,kald
1.6,80,0.414,0,120,-11.635942,166.950556,TRUE,47,33.3432,162,10253260652,kald
1.6,80,0.4235,0,120,-11.635901,166.950632,TRUE,48,33.5304,146,10253260652,kald
1.6,80,0.433,0,121,-11.635861,166.950709,TRUE,49,33.7464,155,10253260652,kald
1.6,78,0.4425,0,122,-11.635822,166.950786,TRUE,50,33.9696,149,10253260652,kald
1.6,78,0.45189999999999997,0,121,-11.635785,166.950864,TRUE,51,34.0704,152,10253260652,kald
1.6,76,0.4613,0,122,-11.63575,166.950942,TRUE,52,34.0488,158,10253260652,kald
1.6,76,0.4707,0,122,-11.635717,166.951022,TRUE,53,33.9696,158,10253260652,kald
1.6,76,0.48,0,120,-11.635685,166.9511,TRUE,54,33.876000000000005,154,10253260652,kald
1.6,76,0.4894,0,118,-11.635654,166.95118,TRUE,55,33.8112,152,10253260652,kald
1.6,76,0.4988,0,118,-11.635627,166.951261,TRUE,56,33.7464,153,10253260652,kald
1.6,77,0.5081,0,117,-11.635599,166.951342,TRUE,57,33.7032,154,10253260652,kald
1.6,77,0.5175,0,117,-11.635575,166.951425,TRUE,58,33.7248,158,10253260652,kald
1.6,77,0.527,0,118,-11.635553,166.951508,TRUE,59,33.7752,159,10253260652,kald
1.6,77,0.5364,0,121,-11.635533,166.951592,TRUE,60,33.8256,158,10253260652,kald
1.6,78,0.5458999999999999,0,121,-11.635516,166.951677,TRUE,61,33.919200000000004,156,10253260652,kald
1.6,78,0.5554,0,120,-11.635504,166.951764,TRUE,62,34.0704,158,10253260652,kald
1.6,78,0.565,0,122,-11.635495,166.951851,TRUE,63,34.1928,145,10253260652,kald
1.6,78,0.5746,0,122,-11.635492,166.951938,TRUE,64,34.308,151,10253260652,kald
1.6,77,0.5842999999999999,0,119,-11.635493,166.952027,TRUE,65,34.4664,158,10253260652,kald
1.6,77,0.5941000000000001,0,116,-11.635499,166.952116,TRUE,66,34.6968,160,10253260652,kald
1.6,77,0.604,0,116,-11.635511,166.952206,TRUE,67,34.9632,152,10253260652,kald
1.6,77,0.6139,0,115,-11.635529,166.952295,TRUE,68,35.1864,157,10253260652,kald
1.6,77,0.6237,0,113,-11.635556,166.952381,TRUE,69,35.3736,156,10253260652,kald
1.6,78,0.6335,0,112,-11.635592,166.952462,TRUE,70,35.467200000000005,157,10253260652,kald
1.6,78,0.6433,0,113,-11.635637,166.952539,TRUE,71,35.424,157,10253260652,kald
1.6,77,0.653,0,114,-11.63569,166.95261,TRUE,72,35.272800000000004,157,10253260652,kald
1.6,77,0.6627000000000001,0,114,-11.635748,166.952676,TRUE,73,35.114399999999996,157,10253260652,kald
1.6,77,0.6723,0,116,-11.635809,166.952739,TRUE,74,34.9632,157,10253260652,kald
1.6,77,0.6819,0,117,-11.635872,166.952799,TRUE,75,34.8264,159,10253260652,kald
1.6,78,0.6915,0,118,-11.635937,166.952857,TRUE,76,34.6968,159,10253260652,kald
1.6,78,0.701,0,119,-11.636003,166.952914,TRUE,77,34.5744,156,10253260652,kald
1.6,76,0.7105,0,116,-11.636069,166.952968,TRUE,78,34.452000000000005,160,10253260652,kald
1.6,76,0.72,0,117,-11.636137,166.953021,TRUE,79,34.344,154,10253260652,kald
1.6,76,0.7293999999999999,0,119,-11.636205,166.953073,TRUE,80,34.2288,150,10253260652,kald
1.6,76,0.7385,0,119,-11.636272,166.953123,TRUE,81,33.8832,152,10253260652,kald
1.6,77,0.7479,0,121,-11.63634,166.953173,TRUE,82,33.7608,153,10253260652,kald
1.6,77,0.7573,0,123,-11.636409,166.953223,TRUE,83,33.652800000000006,154,10253260652,kald
1.6,77,0.7666000000000001,0,123,-11.636478,166.953272,TRUE,84,33.5304,154,10253260652,kald
1.6,77,0.7758999999999999,0,121,-11.636547,166.953321,TRUE,85,33.4224,154,10253260652,kald
1.6,77,0.7851,0,123,-11.636615,166.953369,TRUE,86,33.5592,154,10253260652,kald
1.6,77,0.7944,0,122,-11.636684,166.953418,TRUE,87,33.501599999999996,152,10253260652,kald
1.6,77,0.8037000000000001,0,120,-11.636753,166.953467,TRUE,88,33.4728,153,10253260652,kald
1.6,77,0.8131,0,120,-11.636822,166.953516,TRUE,89,33.4872,153,10253260652,kald
1.6,77,0.8225,0,119,-11.636891,166.953566,TRUE,90,33.5448,153,10253260652,kald
1.6,76,0.8319,0,120,-11.63696,166.953617,TRUE,91,33.6744,153,10253260652,kald
1.6,76,0.8413999999999999,0,120,-11.637028,166.95367,TRUE,92,33.804,154,10253260652,kald
1.6,76,0.8508,0,120,-11.637095,166.953723,TRUE,93,33.897600000000004,156,10253260652,kald
1.6,76,0.8603,0,120,-11.637162,166.953777,TRUE,94,33.984,156,10253260652,kald
1.6,76,0.8697,0,118,-11.637225,166.953835,TRUE,95,34.0416,156,10253260652,kald
1.6,76,0.8792000000000001,0,117,-11.637286,166.953896,TRUE,96,34.034400000000005,158,10253260652,kald
1.6,77,0.8887,0,118,-11.637341,166.953963,TRUE,97,34.0416,159,10253260652,kald
1.6,77,0.8982,0.5,118,-11.637387,166.954036,TRUE,98,34.0776,156,10253260652,kald
1.6,77,0.9077000000000001,0.5,120,-11.637417,166.954117,TRUE,99,34.1208,157,10253260652,kald
1.8,77,0.9172,1.1,120,-11.637424,166.954204,TRUE,100,34.2,157,10253260652,kald
1.8,77,0.9267000000000001,1.1,121,-11.637407,166.954289,TRUE,101,34.2432,156,10253260652,kald
2,77,0.9362,0.5,120,-11.637374,166.954368,TRUE,102,34.2144,157,10253260652,kald
2,77,0.9455,1.1,120,-11.637328,166.95444,TRUE,103,34.1208,156,10253260652,kald
2,78,0.9548,0.5,121,-11.637274,166.954505,TRUE,104,33.9696,156,10253260652,kald
2.2,78,0.9641000000000001,1.1,120,-11.637214,166.954564,TRUE,105,33.7536,150,10253260652,kald
2.2,77,0.9733999999999999,1.1,119,-11.63715,166.954619,TRUE,106,33.588,152,10253260652,kald
2.4,77,0.9826,1.1,120,-11.637083,166.95467,TRUE,107,33.4512,152,10253260652,kald
2.4,77,0.9917999999999999,1.1,121,-11.637015,166.954717,TRUE,108,33.300000000000004,155,10253260652,kald
2.6,77,1.0008,1.1,123,-11.636947,166.954764,TRUE,109,33.1272,157,10253260652,kald
2.6,77,1.0098,1.1,124,-11.63688,166.954811,TRUE,110,32.9256,155,10253260652,kald
2.8,77,1.0188,1.1,122,-11.636813,166.954857,TRUE,111,32.6664,149,10253260652,kald
2.8,77,1.0275999999999998,1.7,123,-11.636747,166.954902,TRUE,112,32.4,152,10253260652,kald
3,77,1.0364,1.1,123,-11.636683,166.95495,TRUE,113,32.1552,156,10253260652,kald
3.2,77,1.0452000000000001,1.7,123,-11.636624,166.955004,TRUE,114,31.9392,155,10253260652,kald
3.2,76,1.0539,1.7,123,-11.636581,166.95507,TRUE,115,31.7304,156,10253260652,kald
3.4,76,1.0625,2.4,122,-11.636553,166.955143,TRUE,116,31.464000000000002,158,10253260652,kald
3.6,77,1.0708,3,122,-11.636544,166.955219,TRUE,117,31.1112,159,10253260652,kald
4,77,1.079,3.1,121,-11.636567,166.955289,TRUE,118,30.6288,154,10253260652,kald
4.2,78,1.0869000000000002,2.5,122,-11.636618,166.955339,TRUE,119,30.002399999999998,159,10253260652,kald
4.4,78,1.0946,1.3,122,-11.636679,166.955372,TRUE,120,29.2968,156,10253260652,kald
4.4,77,1.1022,1.3,120,-11.636744,166.955396,TRUE,121,28.6416,159,10253260652,kald
4.4,77,1.1098,0.7,120,-11.63681,166.955415,TRUE,122,28.08,157,10253260652,kald
4.6,77,1.1175,0.7,121,-11.636877,166.95543,TRUE,123,27.6984,156,10253260652,kald
4.6,77,1.1251,0.7,121,-11.636945,166.955443,TRUE,124,27.503999999999998,159,10253260652,kald
4.6,78,1.1327,0.7,121,-11.637013,166.955454,TRUE,125,27.4464,160,10253260652,kald
4.6,78,1.1404,0.7,120,-11.637082,166.955463,TRUE,126,27.4752,160,10253260652,kald
4.8,79,1.1481,0.6,120,-11.637149,166.955483,TRUE,127,27.5472,158,10253260652,kald
4.8,79,1.1558,0,119,-11.637191,166.955536,TRUE,128,27.6336,153,10253260652,kald
4.8,78,1.1636,-0.6,120,-11.637204,166.955607,TRUE,129,27.7632,155,10253260652,kald
4.6,78,1.1715,-0.6,121,-11.637204,166.955679,TRUE,130,27.9288,153,10253260652,kald
4.6,78,1.1795,-0.6,120,-11.637196,166.955752,TRUE,131,28.1304,152,10253260652,kald
4.6,77,1.1875,0,121,-11.637185,166.955824,TRUE,132,28.3824,160,10253260652,kald
4.6,77,1.1957,0,121,-11.637172,166.955898,TRUE,133,28.692,160,10253260652,kald
4.6,78,1.2039000000000002,0,123,-11.637158,166.955972,TRUE,134,29.0088,154,10253260652,kald
4.6,78,1.2122,0,123,-11.637145,166.956047,TRUE,135,29.304000000000002,157,10253260652,kald
4.6,78,1.2206,-0.6,122,-11.637131,166.956122,TRUE,136,29.577599999999997,157,10253260652,kald
4.6,78,1.2289,-0.6,121,-11.637116,166.956197,TRUE,137,29.8152,156,10253260652,kald
4.4,77,1.2374,-0.6,121,-11.637102,166.956273,TRUE,138,30.024,156,10253260652,kald
4.4,77,1.2459,-0.6,121,-11.637088,166.956349,TRUE,139,30.218400000000003,155,10253260652,kald
4.4,78,1.2545,0,119,-11.637074,166.956427,TRUE,140,30.4272,156,10253260652,kald
4.4,78,1.2631,-0.6,121,-11.63706,166.956504,TRUE,141,30.650399999999998,150,10253260652,kald
4.4,76,1.2718,-0.6,121,-11.637045,166.956583,TRUE,142,30.873600000000003,150,10253260652,kald
4.2,76,1.2806,-1.1,120,-11.637031,166.956662,TRUE,143,31.1184,152,10253260652,kald
4.2,75,1.2895,-1.7,119,-11.637017,166.956742,TRUE,144,31.392000000000003,152,10253260652,kald
4,75,1.2985,-1.6,117,-11.637003,166.95682300000001,TRUE,145,31.716,152,10253260652,kald
3.8,75,1.3077999999999999,-2.7,118,-11.636984,166.956905,TRUE,146,32.1336,152,10253260652,kald
3.6,76,1.3172000000000001,-2.6,118,-11.636962,166.956989,TRUE,147,32.6808,152,10253260652,kald
3.2,76,1.327,-3,117,-11.636938,166.957074,TRUE,148,33.372,151,10253260652,kald
3,76,1.337,-2.9,118,-11.636916,166.957164,TRUE,149,34.2072,150,10253260652,kald
2.6,76,1.3473,-2.4,117,-11.636895,166.957256,TRUE,150,35.1576,150,10253260652,kald
2.4,75,1.3579,-2.8,118,-11.636874,166.95735,TRUE,151,36.1368,152,10253260652,kald
2.2,75,1.3688,-2.3,119,-11.636852,166.957447,TRUE,152,37.1232,151,10253260652,kald
1.8,74,1.3798,-2.3,121,-11.636833,166.957546,TRUE,153,38.0592,150,10253260652,kald
1.6,74,1.391,-2.2,121,-11.636816,166.957647,TRUE,154,38.8728,152,10253260652,kald
1.4,76,1.4022999999999999,-1.8,119,-11.636804,166.957749,TRUE,155,39.564,151,10253260652,kald
1.2,76,1.4137,-1.8,121,-11.636795,166.957853,TRUE,156,40.1184,155,10253260652,kald
1,76,1.4250999999999998,-1.8,122,-11.636791,166.957957,TRUE,157,40.550399999999996,148,10253260652,kald
0.8,77,1.4365999999999999,-1.7,122,-11.636791,166.958062,TRUE,158,40.8528,150,10253260652,kald
0.6,77,1.448,-1.3,122,-11.636796,166.958167,TRUE,159,41.0472,149,10253260652,kald
0.4,77,1.4595,-0.9,123,-11.636808,166.958271,TRUE,160,41.1696,152,10253260652,kald
0.4,77,1.4705,-0.4,123,-11.636826,166.95837,TRUE,161,40.9536,150,10253260652,kald
0.4,76,1.4819,0,122,-11.636849,166.958472,TRUE,162,40.931999999999995,150,10253260652,kald
0.4,76,1.4932999999999998,0,122,-11.636874,166.958573,TRUE,163,40.824,151,10253260652,kald
0.4,76,1.5045,0,120,-11.636902,166.958672,TRUE,164,40.68000000000001,150,10253260652,kald
0.4,76,1.5157,0,120,-11.636933,166.958769,TRUE,165,40.4424,155,10253260652,kald
0.4,76,1.5267,0.5,117,-11.636968,166.958863,TRUE,166,40.449600000000004,157,10253260652,kald
0.4,76,1.5377,0.5,118,-11.637008,166.958955,TRUE,167,40.14,148,10253260652,kald
0.6,77,1.5486,0.5,118,-11.637053,166.959045,TRUE,168,39.852000000000004,152,10253260652,kald
0.6,77,1.5595,0.5,119,-11.637101,166.959131,TRUE,169,39.571200000000005,148,10253260652,kald
0.6,77,1.5703,0,119,-11.637151,166.959216,TRUE,170,39.312,152,10253260652,kald
0.6,76,1.581,0,119,-11.637205,166.959297,TRUE,171,39.06,152,10253260652,kald
0.6,76,1.5916,0,120,-11.637262,166.959376,TRUE,172,38.8296,152,10253260652,kald
0.6,77,1.6022,0,121,-11.637321,166.959452,TRUE,173,38.599199999999996,151,10253260652,kald
0.6,77,1.6127,0,121,-11.637382,166.959526,TRUE,174,38.3544,147,10253260652,kald
0.6,77,1.6232,0,122,-11.637446,166.959597,TRUE,175,38.1168,145,10253260652,kald
0.6,77,1.6336,0,120,-11.637512,166.959664,TRUE,176,37.879200000000004,145,10253260652,kald
0.6,75,1.6439000000000001,0,120,-11.637581,166.959727,TRUE,177,37.6416,159,10253260652,kald
0.6,75,1.6542000000000001,0,120,-11.637654,166.959786,TRUE,178,37.3968,159,10253260652,kald
0.6,76,1.6644,0,121,-11.637728,166.959841,TRUE,179,37.1664,157,10253260652,kald
0.6,76,1.6745,0,119,-11.637805,166.959892,TRUE,180,36.9504,154,10253260652,kald
0.6,76,1.6845999999999999,0,120,-11.637882,166.959941,TRUE,181,36.7272,151,10253260652,kald
0.6,77,1.6947,0,120,-11.63796,166.959988,TRUE,182,36.54,152,10253260652,kald
0.6,77,1.7047,0,120,-11.63804,166.960033,TRUE,183,36.4104,151,10253260652,kald
0.6,75,1.7147999999999999,0,124,-11.63812,166.960077,TRUE,184,36.3096,152,10253260652,kald
0.6,75,1.7247999999999999,0,124,-11.638201,166.960119,TRUE,185,36.2448,147,10253260652,kald
0.6,75,1.7349,0,126,-11.638282,166.96016,TRUE,186,36.216,148,10253260652,kald
0.6,75,1.7449000000000001,0,129,-11.638364,166.960199,TRUE,187,36.1944,148,10253260652,kald
0.6,75,1.755,0,129,-11.638448,166.960235,TRUE,188,36.1656,150,10253260652,kald
0.6,75,1.765,0,127,-11.638532,166.960268,TRUE,189,36.1368,152,10253260652,kald
0.6,76,1.775,0,127,-11.638617,166.9603,TRUE,190,36.108,151,10253260652,kald
0.6,76,1.785,0,126,-11.638702,166.96033,TRUE,191,36.072,155,10253260652,kald
0.6,77,1.795,0,124,-11.638788,166.960359,TRUE,192,36.0288,147,10253260652,kald
0.6,77,1.8049000000000002,0.5,125,-11.638873,166.960388,TRUE,193,35.9424,151,10253260652,kald
0.6,76,1.8147,0.5,123,-11.638958,166.960416,TRUE,194,35.82,152,10253260652,kald
0.8,76,1.8245,1,122,-11.639041,166.960442,TRUE,195,35.6112,152,10253260652,kald
0.8,76,1.834,1,122,-11.639124,166.960466,TRUE,196,35.3016,157,10253260652,kald
1,76,1.8434000000000001,0.5,121,-11.639207,166.960488,TRUE,197,34.9056,153,10253260652,kald
1,76,1.8528,0,121,-11.639289,166.960511,TRUE,198,34.524,153,10253260652,kald
1,78,1.8624,-1,121,-11.639372,166.960533,TRUE,199,34.3008,154,10253260652,kald
0.8,78,1.8720999999999999,-1.5,121,-11.639458,166.960553,TRUE,200,34.3008,156,10253260652,kald
0.6,78,1.882,-2.5,121,-11.639545,166.960573,TRUE,201,34.531200000000005,152,10253260652,kald
0.4,78,1.892,-2.5,123,-11.639634,166.960592,TRUE,202,34.9848,151,10253260652,kald
0,77,1.9022999999999999,-2.9,124,-11.639725,166.96061,TRUE,203,35.6112,146,10253260652,kald
-0.2,77,1.9128,-3.3,125,-11.639818,166.960627,TRUE,204,36.3096,151,10253260652,kald
-0.6,76,1.9236,-3.2,125,-11.639914,166.960645,TRUE,205,37.0728,150,10253260652,kald
-1,76,1.9345999999999999,-3.6,123,-11.640012,166.960664,TRUE,206,37.9152,151,10253260652,kald
-1.4,75,1.946,-3.5,124,-11.640113,166.960683,TRUE,207,38.8512,152,10253260652,kald
-1.8,75,1.9576,-3.4,121,-11.640216,166.960703,TRUE,208,39.852000000000004,148,10253260652,kald
-2.2,75,1.9695,-3.4,121,-11.640321,166.960725,TRUE,209,40.7952,150,10253260652,kald
-2.6,75,1.9814,-3.3,122,-11.640427,166.960744,TRUE,210,41.616,152,10253260652,kald
-3,75,1.9934,-3.3,121,-11.640534,166.960763,TRUE,211,42.321600000000004,151,10253260652,kald
-3.4,76,2.0056,-3.3,120,-11.640642,166.960783,TRUE,212,42.8904,150,10253260652,kald
-3.8,76,2.0178,-3.3,120,-11.640751,166.960803,TRUE,213,43.3008,151,10253260652,kald
-4.2,76,2.0301,-3.2,119,-11.64086,166.960824,TRUE,214,43.6608,145,10253260652,kald
-4.6,76,2.0425,-3.2,121,-11.64097,166.960844,TRUE,215,43.992000000000004,149,10253260652,kald
-5,75,2.055,-2.8,121,-11.641081,166.960865,TRUE,216,44.3088,150,10253260652,kald
-5.4,75,2.0675,-2.4,119,-11.641193,166.960885,TRUE,217,44.604000000000006,149,10253260652,kald
-5.6,75,2.0801,-1.6,119,-11.641304,166.960908,TRUE,218,44.8632,148,10253260652,kald
-5.8,75,2.0926,-1.2,118,-11.641414,166.960934,TRUE,219,45,148,10253260652,kald
-5.8,75,2.105,-0.8,116,-11.641523,166.960959,TRUE,220,44.9784,153,10253260652,kald
-6,75,2.1172,-0.4,118,-11.641631,166.960985,TRUE,221,44.7912,156,10253260652,kald
-6,75,2.1292,0,118,-11.641737,166.961009,TRUE,222,44.4024,149,10253260652,kald
-6,76,2.141,0.4,120,-11.64184,166.961034,TRUE,223,43.833600000000004,155,10253260652,kald
-5.8,76,2.1526,0.4,120,-11.641942,166.961061,TRUE,224,43.171200000000006,155,10253260652,kald
-5.8,78,2.1639,0.9,118,-11.64204,166.961091,TRUE,225,42.443999999999996,156,10253260652,kald
-5.8,78,2.1751,0.5,119,-11.642135,166.961126,TRUE,226,41.6808,149,10253260652,kald
-5.6,78,2.186,0.5,118,-11.642226,166.961164,TRUE,227,40.896,155,10253260652,kald
-5.6,78,2.1967,0.5,119,-11.642313,166.961207,TRUE,228,40.1328,155,10253260652,kald
-5.6,77,2.2073,0.5,119,-11.642396,166.961256,TRUE,229,39.3984,147,10253260652,kald
-5.6,77,2.2177,0.5,119,-11.642474,166.961309,TRUE,230,38.7288,148,10253260652,kald
-5.4,75,2.228,0.5,119,-11.642547,166.961368,TRUE,231,38.1168,150,10253260652,kald
-5.4,75,2.2382,0.5,118,-11.642614,166.961432,TRUE,232,37.598400000000005,150,10253260652,kald
-5.4,76,2.2483,0,118,-11.642674,166.961502,TRUE,233,37.1736,150,10253260652,kald
-5.4,76,2.2584,0,120,-11.642729,166.961576,TRUE,234,36.8208,150,10253260652,kald
-5.4,76,2.2684,0,120,-11.642778,166.961652,TRUE,235,36.54,149,10253260652,kald
-5.4,76,2.2784,0,122,-11.642823,166.961732,TRUE,236,36.3168,153,10253260652,kald
-5.4,76,2.2884,0,122,-11.642866,166.961812,TRUE,237,36.144,151,10253260652,kald
-5.4,76,2.2984,0,124,-11.642906,166.961894,TRUE,238,36.0216,156,10253260652,kald
-5.4,76,2.3084000000000002,0,125,-11.642944,166.961976,TRUE,239,35.949600000000004,156,10253260652,kald
-5.4,78,2.3184,0,126,-11.642982,166.962059,TRUE,240,35.9352,154,10253260652,kald
-5.4,78,2.3285,0,128,-11.643018,166.962144,TRUE,241,36.0216,153,10253260652,kald
-5.4,77,2.3381999999999996,0,129,-11.643052,166.962226,TRUE,242,35.8416,153,10253260652,kald
-5.4,77,2.3481,0,128,-11.643089,166.962309,TRUE,243,35.8272,154,10253260652,kald
-5.4,76,2.358,0,129,-11.643126,166.962391,TRUE,244,35.7552,156,10253260652,kald
-5.4,76,2.3678000000000003,0,130,-11.643164,166.962473,TRUE,245,35.6112,148,10253260652,kald
-5.4,77,2.3775,0,130,-11.643203,166.962553,TRUE,246,35.330400000000004,152,10253260652,kald
-5.4,77,2.3872,0,129,-11.643243,166.962631,TRUE,247,35.3016,150,10253260652,kald
-5.4,77,2.3968000000000003,0,126,-11.643286,166.962707,TRUE,248,35.049600000000005,154,10253260652,kald
-5.4,77,2.4064,0,126,-11.643334,166.96278,TRUE,249,34.8048,152,10253260652,kald
-5.4,76,2.4158000000000004,0,125,-11.643386,166.962849,TRUE,250,34.5744,153,10253260652,kald
-5.4,76,2.4253,0,126,-11.643444,166.962912,TRUE,251,34.3656,151,10253260652,kald
-5.4,76,2.4346,0,126,-11.643505,166.962972,TRUE,252,34.1568,146,10253260652,kald
-5.4,76,2.444,0,127,-11.643568,166.963029,TRUE,253,33.955200000000005,148,10253260652,kald
-5.4,76,2.4533,0,127,-11.643632,166.963083,TRUE,254,33.7752,148,10253260652,kald
-5.4,75,2.4625,0,126,-11.643698,166.963135,TRUE,255,33.588,154,10253260652,kald
-5.4,75,2.4717,0,126,-11.643766,166.963184,TRUE,256,33.4224,154,10253260652,kald
-5.4,75,2.4809,0,124,-11.643835,166.963229,TRUE,257,33.264,148,10253260652,kald
-5.4,75,2.49,0,125,-11.643907,166.963271,TRUE,258,33.12,150,10253260652,kald
-5.4,77,2.4991,0,124,-11.643978,166.963312,TRUE,259,32.983200000000004,152,10253260652,kald
-5.4,77,2.5082,0,123,-11.644052,166.963349,TRUE,260,32.9184,150,10253260652,kald
-5.4,77,2.5175,0,123,-11.644129,166.963384,TRUE,261,32.9904,150,10253260652,kald
-5.4,77,2.5269,0,125,-11.644208,166.963416,TRUE,262,33.156000000000006,151,10253260652,kald
-5.4,75,2.5363,0,125,-11.644289,166.963443,TRUE,263,33.379200000000004,150,10253260652,kald
-5.4,75,2.5458000000000003,0,121,-11.644371,166.963466,TRUE,264,33.6096,155,10253260652,kald
-5.4,75,2.5551,0,123,-11.644454,166.963484,TRUE,265,33.7968,154,10253260652,kald
-5.4,76,2.5645,0,122,-11.644538,166.963497,TRUE,266,33.8544,157,10253260652,kald
-5.4,76,2.5739,0,122,-11.644622,166.963506,TRUE,267,33.8112,154,10253260652,kald
-5.4,78,2.5831999999999997,0,123,-11.644705,166.96351,TRUE,268,33.7248,153,10253260652,kald
-5.4,78,2.5924,0,122,-11.644789,166.963511,TRUE,269,33.6024,154,10253260652,kald
-5.4,78,2.6016,0,123,-11.644872,166.963506,TRUE,270,33.4656,155,10253260652,kald
-5.4,78,2.6108000000000002,0,123,-11.644955,166.963497,TRUE,271,33.3288,154,10253260652,kald
-5.4,77,2.62,0,124,-11.645036,166.963483,TRUE,272,33.1992,155,10253260652,kald
-5.4,77,2.6290999999999998,0,124,-11.645117,166.963464,TRUE,273,33.0624,156,10253260652,kald
-5.4,79,2.6382,0,123,-11.645195,166.96344,TRUE,274,32.947199999999995,155,10253260652,kald
-5.4,79,2.6473,0,123,-11.645272,166.963412,TRUE,275,32.8464,153,10253260652,kald
