"","altitude","cadence","distance","grade_smooth","heartrate","lat","lng","moving","time","velocity_smooth","watts","id"
"1",88.4,61,0.0017,0,88,-11.664345,166.946536,FALSE,0,0,99,10328480057
"2",88.4,70,0.0037,2.1,96,-11.664353,166.946526,TRUE,1,7.056,118,10328480057
"3",88.4,60,0.0059,1.6,98,-11.664362,166.946493,TRUE,2,7.578,106,10328480057
"4",88.4,60,0.0085,1.8,98,-11.664373,166.946472,TRUE,3,8.1252,144,10328480057
"5",88.6,60,0.0114,1.7,98,-11.664384,166.94645,TRUE,4,8.694,133,10328480057
"6",88.6,63,0.0145,3.1,95,-11.664396,166.946429,TRUE,5,9.2088,145,10328480057
"7",88.6,63,0.0178,1.5,96,-11.664408,166.946397,TRUE,6,10.1736,33,10328480057
"8",88.8,63,0.0212,3,94,-11.66442,166.946365,TRUE,7,10.9872,54,10328480057
"9",88.8,60,0.0245,2.9,94,-11.664435,166.946343,TRUE,8,11.5704,105,10328480057
"10",89,60,0.0279,2.8,94,-11.664446,166.946311,TRUE,9,11.9376,180,10328480057
"11",89,60,0.0316,2.7,92,-11.664463,166.94629,TRUE,10,12.3408,162,10328480057
"12",89.2,55,0.0355,2.6,93,-11.664482,166.946257,TRUE,11,12.7368,151,10328480057
"13",89.2,55,0.0395,3.7,95,-11.664499,166.946214,TRUE,12,13.176,144,10328480057
"14",89.4,59,0.0435,2.4,95,-11.664518,166.946182,TRUE,13,13.6728,141,10328480057
"15",89.6,59,0.0477,3.6,98,-11.664537,166.946161,TRUE,14,14.1912,151,10328480057
"16",89.6,64,0.0518,2.4,99,-11.664556,166.946129,TRUE,15,14.5512,149,10328480057
"17",89.8,64,0.0561,2.3,99,-11.664576,166.946096,TRUE,16,14.8608,146,10328480057
"18",89.8,64,0.0604,3.5,101,-11.664597,166.946064,TRUE,17,15.084,147,10328480057
"19",90,68,0.0648,2.3,100,-11.66462,166.946032,TRUE,18,15.2928,144,10328480057
"20",90.2,68,0.0692,3.4,102,-11.664641,166.945989,TRUE,19,15.4872,145,10328480057
"21",90.2,71,0.0736,2.3,101,-11.664665,166.945957,TRUE,20,15.6672,146,10328480057
"22",90.4,71,0.0781,2.2,100,-11.66469,166.945925,TRUE,21,15.7896,145,10328480057
"23",90.4,71,0.0825,3.4,102,-11.664714,166.945893,TRUE,22,15.8904,146,10328480057
"24",90.6,72,0.087,2.2,102,-11.664737,166.945871,TRUE,23,15.9912,141,10328480057
"25",90.8,72,0.0914,3.4,103,-11.664759,166.945839,TRUE,24,16.0128,145,10328480057
"26",90.8,73,0.0959,3.4,102,-11.664782,166.945785,TRUE,25,16.0488,145,10328480057
"27",91,73,0.1004,2.2,102,-11.664806,166.945764,TRUE,26,16.092,146,10328480057
"28",91.2,73,0.1049,3.3,102,-11.66483,166.945732,TRUE,27,16.1136,144,10328480057
"29",91.2,73,0.1094,3.3,102,-11.664855,166.945699,TRUE,28,16.128,145,10328480057
"30",91.4,73,0.1139,2.2,102,-11.664879,166.945667,TRUE,29,16.2288,147,10328480057
"31",91.6,73,0.1184,3.3,103,-11.664902,166.945624,TRUE,30,16.236,146,10328480057
"32",91.6,73,0.1229,2.2,103,-11.664928,166.945592,TRUE,31,16.2288,145,10328480057
"33",91.8,73,0.1275,2.2,105,-11.664954,166.94556,TRUE,32,16.2936,146,10328480057
"34",91.8,74,0.132,3.3,106,-11.664979,166.945528,TRUE,33,16.3152,141,10328480057
"35",92,74,0.1366,2.2,105,-11.665006,166.945496,TRUE,34,16.3152,144,10328480057
"36",92.2,74,0.1411,3.3,106,-11.665032,166.945474,TRUE,35,16.3512,145,10328480057
"37",92.2,74,0.1457,3.3,105,-11.665058,166.945442,TRUE,36,16.3944,147,10328480057
"38",92.4,74,0.1503,2.2,105,-11.665085,166.94541,TRUE,37,16.3944,146,10328480057
"39",92.6,74,0.1549,3.3,106,-11.665112,166.945378,TRUE,38,16.4448,147,10328480057
"40",92.6,74,0.1595,3.2,107,-11.665139,166.945345,TRUE,39,16.5024,144,10328480057
"41",92.8,75,0.1642,2.2,107,-11.665167,166.945302,TRUE,40,16.5672,147,10328480057
"42",93,75,0.1688,3.2,108,-11.665198,166.945281,TRUE,41,16.6248,146,10328480057
"43",93,76,0.1735,3.2,108,-11.665227,166.94526,TRUE,42,16.6968,140,10328480057
"44",93.2,76,0.1781,2.2,108,-11.665256,166.945206,TRUE,43,16.7112,149,10328480057
"45",93.4,77,0.1827,3.2,110,-11.665284,166.945184,TRUE,44,16.704,148,10328480057
"46",93.4,77,0.1873,3.2,110,-11.665311,166.945152,TRUE,45,16.6896,147,10328480057
"47",93.6,77,0.192,2.2,112,-11.66534,166.94512,TRUE,46,16.6968,147,10328480057
"48",93.8,78,0.1966,3.2,112,-11.665368,166.945088,TRUE,47,16.6608,147,10328480057
"49",93.8,78,0.2013,3.2,113,-11.665398,166.945056,TRUE,48,16.6824,149,10328480057
"50",94,78,0.2059,2.2,115,-11.665427,166.945024,TRUE,49,16.6896,148,10328480057
"51",94.2,78,0.2106,3.3,115,-11.665457,166.944991,TRUE,50,16.7472,106,10328480057
"52",94.2,79,0.2151,2.2,115,-11.665486,166.94497,TRUE,51,16.6752,46,10328480057
"53",94.4,60,0.2195,2.3,114,-11.665516,166.944948,TRUE,52,16.4808,141,10328480057
"54",94.4,60,0.2238,3.4,112,-11.665545,166.944916,TRUE,53,16.2216,169,10328480057
"55",94.6,47,0.2281,2.3,110,-11.665575,166.944884,TRUE,54,16.02,161,10328480057
"56",94.8,47,0.2326,3.3,110,-11.665604,166.944863,TRUE,55,15.8616,154,10328480057
"57",94.8,37,0.2372,2.2,109,-11.665638,166.944841,TRUE,56,15.8688,152,10328480057
"58",95,37,0.2417,2.2,110,-11.665671,166.944809,TRUE,57,16.02,149,10328480057
"59",95,59,0.2463,3.3,110,-11.665704,166.944798,TRUE,58,16.2144,150,10328480057
"60",95.2,59,0.2509,2.2,111,-11.66574,166.944766,TRUE,59,16.3872,146,10328480057
"61",95.4,63,0.2556,3.2,111,-11.665776,166.944755,TRUE,60,16.5024,147,10328480057
"62",95.4,63,0.2602,3.2,111,-11.665812,166.944723,TRUE,61,16.5672,146,10328480057
"63",95.6,69,0.2648,2.2,111,-11.665851,166.944702,TRUE,62,16.6104,145,10328480057
"64",95.8,69,0.2694,3.2,111,-11.665889,166.944691,TRUE,63,16.6464,144,10328480057
"65",95.8,69,0.2741,3.2,110,-11.665929,166.94468,TRUE,64,16.6824,146,10328480057
"66",96,71,0.2787,2.1,110,-11.665968,166.944659,TRUE,65,16.6752,147,10328480057
"67",96.2,71,0.2834,3.2,110,-11.666008,166.944648,TRUE,66,16.7256,146,10328480057
"68",96.2,73,0.2881,2.1,110,-11.66605,166.944648,TRUE,67,16.7688,145,10328480057
"69",96.4,73,0.2928,2.1,110,-11.66609,166.944627,TRUE,68,16.812,144,10328480057
"70",96.4,74,0.2975,3.2,110,-11.66613,166.944616,TRUE,69,16.8408,141,10328480057
"71",96.6,74,0.3021,2.1,110,-11.666172,166.944594,TRUE,70,16.8624,142,10328480057
"72",96.8,75,0.3068,3.2,111,-11.666212,166.944594,TRUE,71,16.848,144,10328480057
"73",96.8,75,0.3115,2.1,113,-11.666253,166.944584,TRUE,72,16.884,145,10328480057
"74",97,75,0.3163,2.1,115,-11.666295,166.944573,TRUE,73,16.9056,146,10328480057
"75",97,75,0.321,2.1,116,-11.666337,166.944573,TRUE,74,16.956,145,10328480057
"76",97.2,76,0.3258,2.1,117,-11.666378,166.944551,TRUE,75,17.0712,140,10328480057
"77",97.2,76,0.3307,2.1,117,-11.66642,166.944541,TRUE,76,17.1648,143,10328480057
"78",97.4,76,0.3356,2,117,-11.666463,166.944519,TRUE,77,17.2872,144,10328480057
"79",97.4,77,0.3405,2,117,-11.666504,166.944509,TRUE,78,17.4456,149,10328480057
"80",97.6,77,0.3454,2,117,-11.666546,166.944498,TRUE,79,17.5752,144,10328480057
"81",97.6,77,0.3505,2,118,-11.666587,166.944476,TRUE,80,17.7624,146,10328480057
"82",97.8,77,0.3556,1.9,120,-11.666628,166.944444,TRUE,81,17.928,145,10328480057
"83",97.8,76,0.3607,1.9,121,-11.666668,166.944433,TRUE,82,18.1296,145,10328480057
"84",98,76,0.366,0.9,122,-11.666707,166.944401,TRUE,83,18.3384,145,10328480057
"85",98,76,0.3713,0.9,120,-11.666744,166.944369,TRUE,84,18.5976,145,10328480057
"86",98,76,0.3767,0.9,119,-11.666782,166.944337,TRUE,85,18.8568,145,10328480057
"87",98,76,0.3822,0.9,117,-11.666818,166.944305,TRUE,86,19.1448,144,10328480057
"88",98.2,76,0.3878,0.9,116,-11.666853,166.944262,TRUE,87,19.4616,144,10328480057
"89",98.2,76,0.3936,0.9,116,-11.666889,166.94423,TRUE,88,19.8864,144,10328480057
"90",98.2,74,0.3994,0,112,-11.666923,166.944187,TRUE,89,20.2608,146,10328480057
"91",98.2,74,0.4054,0,111,-11.666957,166.944144,TRUE,90,20.6784,145,10328480057
"92",98.2,74,0.4115,0,111,-11.666991,166.944101,TRUE,91,21.1464,145,10328480057
"93",98.2,74,0.4177,0,110,-11.667024,166.944047,TRUE,92,21.5496,143,10328480057
"94",98.2,74,0.424,0,109,-11.667058,166.944004,TRUE,93,21.9384,143,10328480057
"95",98.2,74,0.4305,0,108,-11.667092,166.943961,TRUE,94,22.4208,145,10328480057
"96",98.2,72,0.4372,0,108,-11.667126,166.943908,TRUE,95,22.8744,147,10328480057
"97",98.2,72,0.4438,0,108,-11.66716,166.943854,TRUE,96,23.2632,147,10328480057
"98",98.2,72,0.4508,0,109,-11.667193,166.943811,TRUE,97,23.796,151,10328480057
"99",98.2,67,0.4577,0,109,-11.667228,166.943747,TRUE,98,24.2496,145,10328480057
"100",98.2,68,0.4648,0,110,-11.667263,166.943704,TRUE,99,24.6816,142,10328480057
"101",98.2,68,0.4719,0,112,-11.667298,166.94364,TRUE,100,25.02,144,10328480057
"102",98.2,68,0.4792,0,112,-11.667334,166.943597,TRUE,101,25.4808,145,10328480057
"103",98.2,73,0.4866,-0.7,114,-11.66737,166.943532,TRUE,102,25.8336,145,10328480057
"104",98.2,73,0.4941,-0.7,114,-11.667408,166.943468,TRUE,103,26.1648,150,10328480057
"105",98,76,0.5015,-0.7,113,-11.667446,166.943425,TRUE,104,26.4024,143,10328480057
"106",98,76,0.5091,-0.7,111,-11.667484,166.943361,TRUE,105,26.7336,134,10328480057
"107",98,77,0.5167,0,111,-11.667525,166.943307,TRUE,106,26.9856,143,10328480057
"108",98,77,0.5245,0.6,109,-11.667568,166.943243,TRUE,107,27.252,141,10328480057
"109",98,76,0.5322,0.6,110,-11.667611,166.9432,TRUE,108,27.4248,145,10328480057
"110",98.2,76,0.54,0.6,110,-11.667657,166.943135,TRUE,109,27.6984,144,10328480057
"111",98.2,76,0.5477,0.6,112,-11.667707,166.943092,TRUE,110,27.8136,149,10328480057
"112",98.2,76,0.5555,0.6,114,-11.667758,166.943039,TRUE,111,27.936,142,10328480057
"113",98.2,76,0.5633,1.3,115,-11.667813,166.942996,TRUE,112,27.9504,141,10328480057
"114",98.4,76,0.5711,2,115,-11.667867,166.942953,TRUE,113,28.0296,146,10328480057
"115",98.6,76,0.5788,2.6,116,-11.667922,166.94291,TRUE,114,27.9432,145,10328480057
"116",98.8,75,0.5862,2.7,116,-11.667977,166.942856,TRUE,115,27.7416,145,10328480057
"117",99,75,0.5937,2.7,115,-11.668033,166.942824,TRUE,116,27.4608,144,10328480057
"118",99.2,74,0.6009,2.8,115,-11.668089,166.942803,TRUE,117,27.0864,146,10328480057
"119",99.4,74,0.608,2.1,113,-11.668146,166.94277,TRUE,118,26.5968,147,10328480057
"120",99.6,75,0.615,2.2,114,-11.668203,166.942738,TRUE,119,26.0856,144,10328480057
"121",99.6,75,0.6218,2.2,115,-11.66826,166.942706,TRUE,120,25.6392,146,10328480057
"122",99.8,75,0.6285,1.5,115,-11.668317,166.942695,TRUE,121,25.1136,145,10328480057
"123",100,75,0.6351,2.3,115,-11.668375,166.942674,TRUE,122,24.5952,145,10328480057
"124",100,74,0.6417,1.5,115,-11.66843,166.942663,TRUE,123,24.2496,145,10328480057
"125",100.2,74,0.6483,0.7,116,-11.66849,166.942642,TRUE,124,23.9904,145,10328480057
"126",100.2,74,0.655,0,115,-11.668548,166.942631,TRUE,125,23.8536,145,10328480057
"127",100.2,74,0.6618,-0.7,116,-11.668608,166.94262,TRUE,126,23.9688,144,10328480057
"128",100,74,0.6687,-0.7,116,-11.668669,166.942599,TRUE,127,24.192,147,10328480057
"129",100,74,0.6758,-1.4,114,-11.66873,166.942588,TRUE,128,24.5304,146,10328480057
"130",100,74,0.6831,-1.4,115,-11.668793,166.942567,TRUE,129,25.0128,146,10328480057
"131",99.8,74,0.6905,-1.3,114,-11.668859,166.942556,TRUE,130,25.5528,147,10328480057
"132",99.6,74,0.6982,-1.9,115,-11.668929,166.942534,TRUE,131,26.172,145,10328480057
"133",99.6,74,0.7062,-1.8,115,-11.669,166.942524,TRUE,132,27.036,145,10328480057
"134",99.4,74,0.7145,-1.8,116,-11.669074,166.942513,TRUE,133,27.8928,145,10328480057
"135",99.2,74,0.723,-2.9,118,-11.669149,166.942492,TRUE,134,28.764,144,10328480057
"136",99,75,0.7318,-2.8,118,-11.669227,166.942481,TRUE,135,29.7504,145,10328480057
"137",98.6,75,0.7408,-2.7,119,-11.669307,166.942481,TRUE,136,30.708,141,10328480057
"138",98.4,75,0.75,-3.2,120,-11.669388,166.942459,TRUE,137,31.4928,145,10328480057
"139",98.2,75,0.7594,-2.6,120,-11.669472,166.942449,TRUE,138,32.2992,140,10328480057
"140",97.8,75,0.7692,-3.1,119,-11.669559,166.942438,TRUE,139,33.2208,143,10328480057
"141",97.6,75,0.779,-3,118,-11.669648,166.942416,TRUE,140,34.0056,144,10328480057
"142",97.2,74,0.789,-3,117,-11.669738,166.942406,TRUE,141,34.704,147,10328480057
"143",97,74,0.7992,-3.4,115,-11.669829,166.942384,TRUE,142,35.4744,145,10328480057
"144",96.6,74,0.8097,-3.3,115,-11.669923,166.942374,TRUE,143,36.2232,144,10328480057
"145",96.2,74,0.8204,-3.7,112,-11.670018,166.942374,TRUE,144,36.9144,146,10328480057
"146",95.8,74,0.8314,-3.2,111,-11.670117,166.942352,TRUE,145,37.692,140,10328480057
"147",95.4,75,0.8426,-3.1,111,-11.670218,166.942352,TRUE,146,38.5704,145,10328480057
"148",95.2,75,0.8539,-3,110,-11.670321,166.942341,TRUE,147,39.3768,145,10328480057
"149",94.8,74,0.8655,-3,110,-11.670426,166.942341,TRUE,148,40.212,148,10328480057
"150",94.4,74,0.8774,-3.3,110,-11.670533,166.942341,TRUE,149,41.004,148,10328480057
"151",94,74,0.8894,-3.3,109,-11.670641,166.942341,TRUE,150,41.7744,147,10328480057
"152",93.6,74,0.9017,-3.3,110,-11.670751,166.942352,TRUE,151,42.5592,146,10328480057
"153",93.2,76,0.914,-3.2,111,-11.670863,166.942352,TRUE,152,43.2144,161,10328480057
"154",92.8,76,0.9262,-3.2,110,-11.670973,166.942374,TRUE,153,43.6896,146,10328480057
"155",92.4,76,0.9386,-2.8,111,-11.671083,166.942384,TRUE,154,44.1144,146,10328480057
"156",92,77,0.9512,-2.8,110,-11.671194,166.942416,TRUE,155,44.5176,146,10328480057
"157",91.8,77,0.9637,-2.8,110,-11.671303,166.942449,TRUE,156,44.604,144,10328480057
"158",91.4,76,0.9763,-2.4,112,-11.671411,166.942481,TRUE,157,44.8992,144,10328480057
"159",91,76,0.9889,-2.8,114,-11.67152,166.942524,TRUE,158,45.1296,149,10328480057
"160",90.8,77,1.0018,-2.7,114,-11.67163,166.942556,TRUE,159,45.468,145,10328480057
"161",90.4,77,1.0145,-2.7,115,-11.671736,166.942599,TRUE,160,45.576,141,10328480057
"162",90,77,1.0273,-2.7,117,-11.671843,166.942642,TRUE,161,45.828,145,10328480057
"163",89.6,77,1.04,-2.7,117,-11.671949,166.942695,TRUE,162,45.8856,145,10328480057
"164",89.4,74,1.0527,-2.7,115,-11.672054,166.942738,TRUE,163,45.9504,149,10328480057
"165",89,74,1.0656,-2.3,115,-11.672161,166.942781,TRUE,164,45.9576,146,10328480057
"166",88.6,74,1.0784,-2.7,113,-11.672266,166.942824,TRUE,165,45.9792,146,10328480057
"167",88.4,74,1.0912,-2.7,112,-11.67237,166.942888,TRUE,166,46.008,144,10328480057
"168",88,75,1.104,-2.3,111,-11.672475,166.942931,TRUE,167,46.0296,145,10328480057
"169",87.6,75,1.1169,-2.7,110,-11.672581,166.942985,TRUE,168,46.2312,146,10328480057
"170",87.4,75,1.1296,-2.7,111,-11.672684,166.943028,TRUE,169,46.0584,145,10328480057
"171",87,75,1.1426,-2.7,111,-11.67279,166.943092,TRUE,170,46.2312,144,10328480057
"172",86.6,75,1.1555,-2.7,110,-11.672896,166.943135,TRUE,171,46.2744,147,10328480057
"173",86.2,75,1.1683,-2.7,111,-11.672999,166.943178,TRUE,172,46.2816,146,10328480057
"174",86,75,1.1812,-2.7,112,-11.673106,166.943243,TRUE,173,46.2744,147,10328480057
"175",85.6,75,1.1942,-2.7,113,-11.673214,166.943285,TRUE,174,46.5192,143,10328480057
"176",85.2,75,1.2071,-3.1,113,-11.673321,166.943328,TRUE,175,46.4544,147,10328480057
"177",84.8,75,1.2201,-3.5,111,-11.673432,166.943382,TRUE,176,46.5624,145,10328480057
"178",84.4,75,1.2332,-3.4,112,-11.673544,166.943414,TRUE,177,46.7352,146,10328480057
"179",83.8,75,1.2464,-3.8,111,-11.673659,166.943436,TRUE,178,46.9224,145,10328480057
"180",83.4,74,1.2597,-4.1,111,-11.673778,166.943457,TRUE,179,47.1312,145,10328480057
"181",82.8,74,1.2731,-4.1,113,-11.673898,166.943468,TRUE,180,47.4984,146,10328480057
"182",82.2,74,1.2863,-4.4,113,-11.674018,166.943468,TRUE,181,47.6496,144,10328480057
"183",81.6,74,1.3,-4.8,113,-11.674142,166.943468,TRUE,182,48.132,144,10328480057
"184",81,73,1.3136,-4.7,113,-11.67426,166.943436,TRUE,183,48.4056,145,10328480057
"185",80.2,73,1.3277,-4.7,113,-11.674383,166.943393,TRUE,184,48.9744,146,10328480057
"186",79.6,74,1.3417,-4.9,112,-11.674504,166.943361,TRUE,185,49.4136,145,10328480057
"187",79,74,1.3558,-4.6,112,-11.674626,166.943328,TRUE,186,50.0256,145,10328480057
"188",78.2,76,1.3702,-4.9,111,-11.674748,166.943275,TRUE,187,50.5152,144,10328480057
"189",77.6,76,1.3846,-4.8,111,-11.674863,166.943221,TRUE,188,51.0912,145,10328480057
"190",76.8,76,1.3992,-4.4,113,-11.674977,166.943146,TRUE,189,51.4584,145,10328480057
"191",76.2,76,1.4139,-4.1,113,-11.675095,166.943092,TRUE,190,52.02,146,10328480057
"192",75.6,76,1.4287,-3.7,113,-11.675216,166.943028,TRUE,191,52.4952,145,10328480057
"193",75.2,74,1.4435,-3.1,113,-11.675345,166.942996,TRUE,192,52.8048,146,10328480057
"194",74.6,74,1.4583,-2.7,112,-11.675475,166.942964,TRUE,193,53.1072,149,10328480057
"195",74.4,74,1.473,-2.7,112,-11.675606,166.942953,TRUE,194,53.1432,144,10328480057
"196",74,74,1.4875,-2.1,111,-11.675736,166.942931,TRUE,195,52.9704,144,10328480057
"197",73.6,75,1.5021,-2.4,111,-11.675868,166.942921,TRUE,196,52.8048,144,10328480057
"198",73.4,75,1.5165,-2.4,111,-11.675999,166.942921,TRUE,197,52.5672,144,10328480057
"199",73,75,1.5309,-2.4,113,-11.676129,166.942921,TRUE,198,52.2864,145,10328480057
"200",72.6,75,1.5452,-2.5,112,-11.676257,166.942931,TRUE,199,51.984,145,10328480057
"201",72.2,74,1.5595,-2.8,113,-11.676384,166.942953,TRUE,200,51.804,146,10328480057
"202",72,74,1.5734,-3.2,113,-11.676509,166.942985,TRUE,201,51.4008,146,10328480057
"203",71.4,74,1.5875,-3.2,114,-11.676635,166.942964,TRUE,202,51.0912,145,10328480057
"204",70.8,76,1.6016,-3.9,114,-11.676746,166.94291,TRUE,203,50.8392,145,10328480057
"205",70.4,76,1.6157,-3.5,113,-11.676819,166.942813,TRUE,204,50.7744,141,10328480057
"206",69.8,77,1.6299,-3.2,114,-11.676843,166.942674,TRUE,205,50.7096,141,10328480057
"207",69.4,77,1.6443,-3.5,114,-11.676805,166.942556,TRUE,206,51.0336,145,10328480057
"208",69,75,1.6586,-2.8,116,-11.67676,166.942438,TRUE,207,51.1848,145,10328480057
"209",68.4,75,1.6731,-2.8,116,-11.676766,166.942298,TRUE,208,51.5448,144,10328480057
"210",68.2,75,1.6875,-2.8,115,-11.676836,166.942191,TRUE,209,51.732,146,10328480057
"211",67.8,75,1.7017,-2.1,115,-11.676942,166.942127,TRUE,210,51.7176,146,10328480057
"212",67.4,75,1.716,-2.1,115,-11.677069,166.942116,TRUE,211,51.6096,145,10328480057
"213",67.2,75,1.7299,-1.8,117,-11.677185,166.942159,TRUE,212,51.3792,143,10328480057
"214",67,75,1.7437,-1.8,116,-11.677292,166.942234,TRUE,213,50.8104,146,10328480057
"215",66.8,75,1.7573,-1.9,117,-11.677399,166.942277,TRUE,214,50.2128,144,10328480057
"216",66.4,75,1.7703,-2.3,117,-11.677512,166.942331,TRUE,215,49.3704,146,10328480057
"217",66.2,76,1.7836,-2.3,116,-11.677633,166.942309,TRUE,216,48.6504,145,10328480057
"218",65.8,76,1.7966,-2.3,116,-11.677748,166.942298,TRUE,217,47.988,145,10328480057
"219",65.6,75,1.8096,-2.3,116,-11.677861,166.942266,TRUE,218,47.4264,145,10328480057
"220",65.2,75,1.8225,-1.9,116,-11.677971,166.942223,TRUE,219,46.944,146,10328480057
"221",65,75,1.8352,-2.4,117,-11.678079,166.94217,TRUE,220,46.7568,150,10328480057
"222",64.8,75,1.848,-2.4,119,-11.678185,166.942127,TRUE,221,46.3752,145,10328480057
"223",64.4,77,1.8605,-2.8,119,-11.678286,166.942084,TRUE,222,46.0296,139,10328480057
"224",64,77,1.8732,-3.2,119,-11.678377,166.942009,TRUE,223,45.8352,144,10328480057
"225",63.6,76,1.886,-3.1,119,-11.67842,166.941912,TRUE,224,45.7272,143,10328480057
"226",63.2,76,1.8987,-3.1,118,-11.678397,166.941794,TRUE,225,45.72,140,10328480057
"227",62.8,76,1.9116,-2.7,118,-11.678334,166.941698,TRUE,226,45.792,145,10328480057
"228",62.4,75,1.9244,-2.4,117,-11.678246,166.941622,TRUE,227,46.0152,144,10328480057
"229",62.2,75,1.9372,-1.6,117,-11.678136,166.94159,TRUE,228,46.0296,144,10328480057
"230",62,74,1.9498,-1.2,116,-11.678022,166.94158,TRUE,229,45.9288,145,10328480057
"231",62,74,1.9622,-1.2,116,-11.677909,166.94159,TRUE,230,45.6696,144,10328480057
"232",61.8,74,1.9744,-1.2,117,-11.677799,166.94159,TRUE,231,45.2448,145,10328480057
"233",61.6,74,1.9864,-1.7,116,-11.67769,166.94159,TRUE,232,44.6616,145,10328480057
"234",61.4,74,1.9984,-1.7,116,-11.677582,166.94159,TRUE,233,44.0784,146,10328480057
"235",61.2,74,2.0102,-2.1,115,-11.677481,166.941558,TRUE,234,43.5168,146,10328480057
"236",61,74,2.022,-2.5,115,-11.677399,166.941504,TRUE,235,43.0992,146,10328480057
"237",60.6,74,2.0339,-3,115,-11.67734,166.941408,TRUE,236,42.8184,145,10328480057
"238",60.2,74,2.0457,-3.4,114,-11.677309,166.941301,TRUE,237,42.6528,145,10328480057
"239",59.8,74,2.0576,-2.9,111,-11.677304,166.941193,TRUE,238,42.6456,141,10328480057
"240",59.4,74,2.0695,-2.9,111,-11.677332,166.941086,TRUE,239,42.6744,146,10328480057
"241",59.2,74,2.0815,-2.5,111,-11.677398,166.941,TRUE,240,42.8328,145,10328480057
"242",58.8,74,2.0936,-2.1,112,-11.677482,166.940936,TRUE,241,42.9552,145,10328480057
"243",58.6,74,2.1055,-2.5,111,-11.677574,166.940871,TRUE,242,43.0704,146,10328480057
"244",58.4,74,2.1174,-2.1,111,-11.677667,166.940829,TRUE,243,43.0344,147,10328480057
"245",58,74,2.1292,-1.7,111,-11.67776,166.940764,TRUE,244,42.984,145,10328480057
"246",57.8,75,2.1411,-1.7,112,-11.677855,166.940721,TRUE,245,42.876,146,10328480057
"247",57.8,75,2.1528,-0.9,112,-11.677945,166.940668,TRUE,246,42.6744,143,10328480057
"248",57.6,76,2.1643,-0.4,113,-11.678028,166.940603,TRUE,247,42.336,147,10328480057
"249",57.6,76,2.1758,-0.4,112,-11.67811,166.940539,TRUE,248,42.0192,144,10328480057
"250",57.6,76,2.187,0,112,-11.678189,166.940464,TRUE,249,41.6016,146,10328480057
"251",57.6,76,2.1982,0,114,-11.678264,166.940399,TRUE,250,41.1192,145,10328480057
"252",57.6,77,2.2092,0.5,115,-11.678334,166.940324,TRUE,251,40.5864,145,10328480057
"253",57.6,77,2.2198,0.5,116,-11.6784,166.940271,TRUE,252,39.9528,145,10328480057
"254",57.8,77,2.2305,0.5,118,-11.678463,166.940185,TRUE,253,39.4272,149,10328480057
"255",57.8,77,2.2409,0.5,119,-11.67852,166.94011,TRUE,254,38.8368,145,10328480057
"256",57.8,77,2.251,0,118,-11.678571,166.940035,TRUE,255,38.0448,147,10328480057
"257",57.8,77,2.2612,0,117,-11.678621,166.93996,TRUE,256,37.44,145,10328480057
"258",57.8,78,2.271,0,115,-11.678668,166.939884,TRUE,257,36.8856,140,10328480057
"259",57.8,78,2.2808,0,114,-11.67871,166.939788,TRUE,258,36.2088,145,10328480057
"260",57.8,78,2.2904,0,113,-11.67875,166.939713,TRUE,259,35.6472,145,10328480057
"261",57.8,77,2.3001,0,112,-11.678787,166.939638,TRUE,260,35.3088,145,10328480057
"262",57.8,77,2.3095,0,110,-11.678824,166.939563,TRUE,261,34.7904,145,10328480057
"263",57.8,75,2.3189,0,110,-11.67886,166.939487,TRUE,262,34.4448,151,10328480057
"264",57.8,75,2.3282,0,111,-11.678895,166.939412,TRUE,263,34.1208,147,10328480057
"265",57.8,75,2.3373,0,111,-11.678923,166.939337,TRUE,264,33.7248,141,10328480057
"266",57.8,75,2.3464,0,112,-11.678939,166.939241,TRUE,265,33.3648,147,10328480057
"267",57.8,76,2.3554,0,112,-11.678948,166.939166,TRUE,266,33.0408,139,10328480057
"268",57.8,76,2.3642,0,112,-11.678951,166.93909,TRUE,267,32.6664,144,10328480057
"269",57.8,76,2.3731,0,113,-11.678948,166.939005,TRUE,268,32.3496,145,10328480057
"270",57.8,76,2.3819,0,113,-11.678944,166.938919,TRUE,269,32.1696,146,10328480057
"271",57.8,75,2.3906,0,113,-11.678938,166.938844,TRUE,270,31.8168,145,10328480057
"272",57.8,75,2.3994,0,113,-11.678928,166.938769,TRUE,271,31.644,144,10328480057
"273",57.8,75,2.408,0,113,-11.678915,166.938694,TRUE,272,31.4928,146,10328480057
"274",57.8,74,2.4166,0,113,-11.678896,166.938618,TRUE,273,31.2984,145,10328480057
"275",57.8,74,2.4251,0,113,-11.678877,166.938543,TRUE,274,31.104,145,10328480057
"276",57.8,74,2.4337,0,112,-11.678858,166.938468,TRUE,275,31.0104,141,10328480057
"277",57.8,74,2.4422,0,113,-11.678842,166.938393,TRUE,276,30.8232,146,10328480057
"278",57.8,73,2.4508,0,112,-11.678822,166.938318,TRUE,277,30.7944,147,10328480057
"279",57.8,73,2.459,0,113,-11.678801,166.938232,TRUE,278,30.5136,144,10328480057
"280",57.8,73,2.4674,0,113,-11.678778,166.938157,TRUE,279,30.42,146,10328480057
"281",57.8,73,2.4756,0,113,-11.678755,166.938082,TRUE,280,30.1896,146,10328480057
"282",57.8,73,2.4837,0,114,-11.678734,166.938018,TRUE,281,29.8872,146,10328480057
